tweet_3001	#Samsung is now making another addition into it's A series, and the word is out that it's upcoming variant Galaxy A72 4G has awesome battery and charger with brilliant specs . . . For more tech updates Follow 👉 @MobileNerve . . . #smartphone #mobile #mobilephone #mobilephoto https://t.co/b8UO2Z6mC4	Samsung	1	
tweet_3002	QT @AwamiWeb: Want my hands on #GalaxyS21 🥺 ; The Samsung #GalaxyS21 Ultra 5G is the most premium Smartphone yet, with a strong focus on cameras. https://t.co/TxP2YscKMZ	Samsung	1	
tweet_3004	Trick to get Google Home Mini at 499 Only Without Timesprime Coupon. 1. First Of All Just Open Google Assistant In your Android Smartphone. 2. Google Assistant Will Open & Now Speak “Ok Google, Play Google Home Mini Game“ 3. Google Will Show You Game Page Like Below With… https://t.co/I85qEBA3bK	Google 	0	
tweet_3005	QT @MadhavSheth1: We are the pioneers of 64MP Smartphone Camera technology in India #realmeX7Pro #RealmeX2Pro @realmemobiles @MadhavSheth1 ; We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3007	QT @AwamiWeb: The bestest in the smartphone industry. Heavy scenes #GalaxyS21 ; The Samsung #GalaxyS21 Ultra 5G is the most premium Smartphone yet, with a strong focus on cameras. https://t.co/TxP2YscKMZ	Samsung	1	
tweet_3008	The Samsung #GalaxyS21 Ultra 5G is the most premium Smartphone yet, with a strong focus on cameras. https://t.co/TxP2YscKMZ	Samsung	1	
tweet_3009	Itel A47 Budget Smartphone With Dual Cameras Launched in India https://t.co/4yTwvOYJOy	Itel 	0	
tweet_3010	Get Up to 20% off Realme X50 5G - Smartphone 128GB, 6GB RAM, Dual Sim, Ic Only £239 https://t.co/N2DrxRpSMP https://t.co/LFyjMFhAJ4	Realme	0	
tweet_3011	Itel A47 Budget Smartphone With Dual Cameras Launched in India https://t.co/Wp6g1LvSMM Itel A47 has been launched in India as a budget-friendly smartphone. Key specifications of the Itel A47 include a 5.5-inch HD+ full-screen display, a	Itel 	0	
tweet_3012	6.3″ 16GB 4G Cell Phone Unlocked Android 9.0 Smartphone Dual SIM Quad Core Cheap #ebay #cellphonesandaccessories https://t.co/4HiW9ndPno			
tweet_3013	HMD global may soon launch affordable 5G smartphones in india know details aaaq– News18 Hindi https://t.co/g8gXLfOPQt	HMD	1	
tweet_3014	I am a fan of #ProVideo on the #GalaxyNote20Ultra 5G. Because when you #WFN - Work from Note, you get the highest resolution on a smartphone and 8K video recording. Couldn’t ask for more!#كأس_العالم_للأندية ث	GalaxyNote20Ultra	1	
tweet_3015	HMD may soon launch affordable Nokia 5G smartphone in India, know all the information – News18 Hindi https://t.co/BrYUG3iu7h	Nokia 	1	
tweet_3016	@MadhavSheth1 We are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture @MadhavSheth1 @realmemobiles	Realme	1	
tweet_3017	RT @MadhavSheth1: We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3018	RT @fjeronimo: The global #smartphone market increased 4.3% YoY in Q4 2020, driven by supply push on #5G and aggressive promotions. Top 5 Smartphone Vendors Share Q4 2020: 1. @Apple [23.4%] 2. @Samsung [19.1%] 3. @Xiaomi [11.2%] 4. @oppo [8.8%] 5. @Huawei [8.4%] https://t.co/UPpXdW2G0f	Apple	0	
tweet_3018	RT @fjeronimo: The global #smartphone market increased 4.3% YoY in Q4 2020, driven by supply push on #5G and aggressive promotions. Top 5 Smartphone Vendors Share Q4 2020: 1. @Apple [23.4%] 2. @Samsung [19.1%] 3. @Xiaomi [11.2%] 4. @oppo [8.8%] 5. @Huawei [8.4%] https://t.co/UPpXdW2G0f	Samsung	0	
tweet_3018	RT @fjeronimo: The global #smartphone market increased 4.3% YoY in Q4 2020, driven by supply push on #5G and aggressive promotions. Top 5 Smartphone Vendors Share Q4 2020: 1. @Apple [23.4%] 2. @Samsung [19.1%] 3. @Xiaomi [11.2%] 4. @oppo [8.8%] 5. @Huawei [8.4%] https://t.co/UPpXdW2G0f	Xiaomi	0	
tweet_3018	RT @fjeronimo: The global #smartphone market increased 4.3% YoY in Q4 2020, driven by supply push on #5G and aggressive promotions. Top 5 Smartphone Vendors Share Q4 2020: 1. @Apple [23.4%] 2. @Samsung [19.1%] 3. @Xiaomi [11.2%] 4. @oppo [8.8%] 5. @Huawei [8.4%] https://t.co/UPpXdW2G0f	oppo	0	
tweet_3018	RT @fjeronimo: The global #smartphone market increased 4.3% YoY in Q4 2020, driven by supply push on #5G and aggressive promotions. Top 5 Smartphone Vendors Share Q4 2020: 1. @Apple [23.4%] 2. @Samsung [19.1%] 3. @Xiaomi [11.2%] 4. @oppo [8.8%] 5. @Huawei [8.4%] https://t.co/UPpXdW2G0f	Huawei	0	
tweet_3019	RT @ObsessedAndroid: Samsung Trademarks Under Panel Camera For Its Smartphones https://t.co/6F84CE3BWA https://t.co/Xi1POur5da	Samsung 	0	
tweet_3020	RT @t0nit0ne: You can’t afford anything? Okay valid reason for not wanting to spend money, but that’s not a valid reason for dismissing the day altogether. Video calling is free if you have a smartphone and WiFi. Plan a digital movie date, get creative! Write a romantic letter!			
tweet_3021	Samsung cuts $250 off the price of the Galaxy Z Flip 5G https://t.co/LpILfAVANq #galaxyzflip5g #galaxyzflip #smartphone #samsung #mobile	Samsung 	0	
tweet_3022	Itel A47 Budget Smartphone With Dual Rear Cameras Launched in India: Price, Specifications https://t.co/K3fN04RURw	Itel	0	
tweet_3024	QT @therecount: This would be a game changer; granted we need the vaccine in arms but this is big. ; @Yamiche The U.S. could soon have its first over-the-counter, at-home COVID test: • Results to your smartphone in 15 minutes • 95% accuracy https://t.co/rblX2w6RLR			
tweet_3025	RT @MadhavSheth1: 5G smartphones are no more heavy. We have made #realmeX7Pro slimmer and lighter to fit our trendsetting design family. https://t.co/l1UdzNHqmw	realmeX7Pro	1	
tweet_3026	@MadhavSheth1 We are the pioneers of 64MP Smartphone Camera technology #realmeX7Pro #XperienceTheFuture @fotokiran @Raahi_supergirl @AshaLama85	realmeX7Pro	1	
tweet_3027	Life, work, and remote learning. With IPEVO Uplift you can have it all, turn your smartphone into a Document Camera or a Webcam and make the most out of every use! https://t.co/SUiEDnCNUu #edtech #edutwitter #remotejob #onlinelearning #shareyourwork #onlineteaching	Uplift 	1	
tweet_3029	@Col_Tech #employees Make the grade with A+ savings just for you! #WorkPerks Saves you 💰on 📱! Enjoy ⚡️5G, Unlimited Talk, Text & Smartphone Data! Taxes & Fees INCLUDED!! 🏫https://t.co/K1iuQkUeod #Thankyou 🥰♥️ https://t.co/ybx9RGYARC			
tweet_3030	4/ Display & smartphones biz benefitted greatly in C19 due to increased WFH & online learning. Growth in this segment will come from higher sales for digital learning products (tablets), 5G enabled smartphones, upgrade to 4K & 8K TVs, smart-tech adoption in cars, IoT growth etc			
tweet_3031	RT @NancyTr83158469: 😍Wow! This is so cool! I Love it!📲 #iPhone13 #smartphone #Mobility #5G #AI #FemTech #100DaysOfCode #tech https://t.co/P1X3zXhImB			
tweet_3033	RT @globalfirstnews: Samsung Galaxy S21 smartphones: Will upgraded and cheaper Android get iPhone users to switch? - USA TODAY: Samsung's new Galaxy S21 devices have lower prices than last year's lineup but come with improved cameras,… https://t.co/37tqyWp8tB #saudiarabia #saudi #arabicemirates https://t.co/yllP46PXvg	Samsung	1	
tweet_3033	RT @globalfirstnews: Samsung Galaxy S21 smartphones: Will upgraded and cheaper Android get iPhone users to switch? - USA TODAY: Samsung's new Galaxy S21 devices have lower prices than last year's lineup but come with improved cameras,… https://t.co/37tqyWp8tB #saudiarabia #saudi #arabicemirates https://t.co/yllP46PXvg	 iPhone	0	
tweet_3034	RT @Fabriziobustama: The Future is now. #AugmentedReality #MixedReality #VirtualReality #IoT #5G #Tech #Smartphones #innovation Cc: @FrRonconi @LouisSerge @gvalan @KanezaDiane @sebbourguignon @fogle_shane @Dahl_Consult @PawlowskiMario @archonsec @baski_LA @CurieuxExplorer @achyutaghosh @techpearce2 https://t.co/ixkNz0M93F			
tweet_3035	RT @MadhavSheth1: 5G smartphones are no more heavy. We have made #realmeX7Pro slimmer and lighter to fit our trendsetting design family. https://t.co/l1UdzNHqmw	realme	1	
tweet_3040	RT @abdullahshoping: Koomus Pro CD-M Universal CD Slot Magnetic Cradle-less Smartphone Car Mount Holder for all iPhone and Android Devices, Single Order now https://t.co/Os0SWHUScu #android #iphone #usa #5G #uk #phonemafia #car #apple #samsung #gaming #mobile #automotive #cars iPhone https://t.co/D44jcltdgx	Koomus	0	
tweet_3041	Enter to win a #Lepow 15.6 1080P Portable Monitor great paired with the Nintendo Switch, Smartphones or other gaming consoles from @TikTechOfficial and @dragonblogger https://t.co/9zrqebOYjf			
tweet_3042	Vivo X60 5G: The snapdragon 888 is coming to India in March or April. Check its full specs, price, pros & cons. https://t.co/fRMzGq4Glt #Vivo #VivoX60ProPlus #vivoY51s #VivoY31 #VivoX60 #VivoX60Pro #X60 #X60Pro #X60ProPlus #vivov20 #vivov20se #VivoIndia #Smartphone #thewidgetguy	Vivo 	0	
tweet_3044	Original Rungee S933 robuste tablette MTK6735 4G LTE 2GB RAM 16GB 7000mAh IP68 étanche Smartphone OTG GPS Android 5.1 13.0MP https://t.co/fVvYxl7run			
tweet_3046	Check out what I found. Huawei Y7 (2019) 3GB RAM 4G Android Smartphone 32GB Unlocked | Coral Red Grade A https://t.co/wHv5ZAyuOx via @eBay_UK	Huawei 	0	
tweet_3047	Samsung patents a smartphone design with rotatable pop-up camera module - gizmochina https://t.co/MeYw3gD3NB via @GoogleNews	Samsung 	0	
tweet_3048	#Nord N1 5G Tipped to be the Next Midrange Smartphone From #OnePlus https://t.co/RDUiNuzNwr #NordN15G #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets	OnePlus 	0	
tweet_3048	#Nord N1 5G Tipped to be the Next Midrange Smartphone From #OnePlus https://t.co/RDUiNuzNwr #NordN15G #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets	apple	0	
tweet_3049	Wondering what is the best camera #smartphone? Check out these #tech options. https://t.co/UZWoaQbXoO https://t.co/MA6tooL5xA			
tweet_3050	✨Xiaomi Mi 11 Lite 5G Gives Up The 108MP Camera For 64MP - Mobility Arena - Mobile Phone Specs & Smartphone Reviews 🔭https://t.co/o4vojcHYEj -	Xiaomi 	0	
tweet_3054	RT @Mohd_Rehan_: It will house an A14 bionic chip under the hood but it will not a 5G phone, it will be a 4G LTE mid-range smartphone from Apple. Some of it's features will be same as of the iPhone xr and iPhone 8.	Apple	0	
tweet_3055	RT @Mohd_Rehan_: Oppo Inno Day, is a yearly conference where the company reveals its latest innovations, is taking place in Shenzhen, China, and this time we have to watch it from home. Last year's we saw an under-display camera, and tomorrow we’re expecting a smartphone with 125W fast charging.	Oppo 	0	
tweet_3058	@MadhavSheth1 We are the pioneers of sony IMX686 64mp Smartphone Camera technology in India. #realmeX7Pro			
tweet_3065	#Divergentdigital #5G post-smartphones Our CEO is writing this from the Mobile World Congress in Barcelona as a guest of Huawei. He doesn't do advertising in #AI #IoT #UX #CX #BusinessAgility #BusinessTransformation @UserExperienceU @KarlSmithCIO https://t.co/uHRA2r4f0k https://t.co/BpwhNBbQVR	Huawei	0	
tweet_3070	RT @Mohd_Rehan_: Intel sold its smartphone modem business to Apple in 2019 & now it's doing another chip-related division. Mediatek announced it has purchased Enpirion(Intel’s power management chip business) for the price of $85 million. The deal is ready to go through once approved by regulators https://t.co/JN8FZ9KmcU	Apple 	0	
tweet_3071	RT @DigiSliceX: 📱Nord N1 5G will be the official name of OnePlus replacement of its budget friendly phone Nord N10 (Sponsored by @GadgetDealPro) #oneplus #nordn15g #smartphone https://t.co/ztavBAxeqz	OnePlus 	0	
tweet_3072	RT @Mohd_Rehan_: It will have type-c port and stereo speakers. The global variant of this smartphone is also rumored to debut as Redmi Note 9T 5G. A recent FCC finding suggests that the device has a model number M2007J22G which is similar to the Chinese variant.	Redmi 	0	
tweet_3073	Global ROM Oneplus 7 12GB 256GB Smartphone Snapdragon 855 Octa Core 6.41 “AMOLED 48MP 16MP double caméras NFC 3700mAh téléphone portable https://t.co/lnPDAjEJ4b	Oneplus 	0	
tweet_3075	Xiaomi patent shows smartphone design with sliding display to hide and reveal front-facing cameras for true bezel-less screen. https://t.co/f6orkWfmJS	Xiaomi 	0	
tweet_3076	RT @Mohd_Rehan_: Some key features Exynos 1080 brings to smartphones are HDR10+ support, 144Hz refresh rate at Full HD+ resolution, support for up to 200MP stills, & 4K Ultra HD videos.	Exynos 	0	
tweet_3078	Huawei Mate X2 5G Foldable Smartphone [Full Specifications] https://t.co/yqAvfU6mz1	Huawei 	0	
tweet_3080	RT @Mohd_Rehan_: Connectivity options on the phone include Wi-Fi, LTE, GPS, Bluetooth, and more. It will also come with FM radio support. Tecno Pova is backed by a 6,000mAh battery that supports 18W fast charging. The smartphone measures 171.23x77.57x9.4mm.	Tecno 	0	
tweet_3081	OnePlus Nord N1 5G will join OnePlus 2021 smartphone lineup #OnePlus #OnePlusN1 https://t.co/Zgz6Trk318	OnePlus 	0	
tweet_3082	Xgody A90 Android 9.0 Cell Phone Smartphone For AT&T T-Mobile Dual SIM Quad Core #ebay #cellphonesandaccessories https://t.co/rBFuDSrJjW	Xgody 	0	
tweet_3085	RT @Mohd_Rehan_: Motorola will launch two phones next year, powered by Qualcomm Snapdragon 865 SoC. One will be of G series and the other will be the Nio. Specs of the G series smartphone are still a mystery. See full thread for the specs of Nio. https://t.co/ThMxoxialU	Motorola 	0	
tweet_3091	The latest The Polaroid, Waterproof, DSLR, Smartphone, Strobes, Compact Housings, Action Camera Daily! https://t.co/ai5mmgQsqc Thanks to @S_AhmadKashif @thetechreport #technology #boya			
tweet_3093	QT @therecount: Dare I say, game changer? ; WH COVID adviser @ASlavitt announces HHS and DOD are approving America's first over-the-counter, at-home COVID test: • Results to your smartphone in 15 minutes • 95% accuracy https://t.co/rblX2w6RLR			
tweet_3094	QT @simransingh931: Nokia TA-1323 and TA-1329 running Android 10 makes a mark on the WiFi Alliance. Both the devices made it to the FCC last month. #nokia #ta1323 #ta1329 #fcc #wifialliance https://t.co/qtBS1XnS4L ; Nokia TA-1323 clears FCC. Smartphone carries 3900 mAh battery, and features a 3.5mm audio jack. #fcc #nokia #ta1323 #android https://t.co/PJcJpOk7gv	Nokia 	0	
tweet_3095	RT @NancyTr83158469: 😎800 inch #4k MR Smart #Glasses for Phones, Switch, PS5, XBOX, PC/MAC and more! Via @AlbertoEMachado #MixedReality #MR #SmartGlasses #wearables #5G #AR #gamers #PS5 #AI #ML #business #Industry #smartphone #FemTech #womenintech #100DaysOfCode https://t.co/dNwbrw82RH https://t.co/pTgrvxRYvn ; 800 inch 4K MR Smart Glasses for Phones, Switch, PS5, XBOX, PC/MAC, and more https://t.co/eZLlq0yd6G #MixedReality #MR #SmartGlasses #wearables #5G #VR @FmFrancoise @vivianfrancos @labordeolivier @GlenGilmore @Nicochan33 @jblefevre60 @Dahl_Consult @Analytics_699 @AnthonyRochand https://t.co/RTeSaM4LQj			
tweet_3099	nice activity to do geo-location games on bikes ...but don't lock your eyes on smartphone.			
tweet_3201	QT @VoiceofCal: Neither Viking or Shaman, he's a punk. ; January 2021: US Congress was overrun by the viking shaman Italy's government collapsed Russians were throwing snowballs at police The US stock market was gamed by kids with smartphones Myanmar was taken over by military coup Still 4 hours left...		0	
tweet_3202	Itel A47 Budget Smartphone With Dual Cameras Launched in India https://t.co/KESb0B08s1	Itel	0	
tweet_3203	Itel A47 Budget Smartphone With Dual Cameras Launched in India https://t.co/WpjWIycn5J	Itel	0	
tweet_3204	RT @mi6rogue: Vulnerabilities in 5G Protocols Put Smartphone Users at Risk ofAttacks: According to information security researchers from Positive Technologies, some 5G networks are at risk of attacks due to long-standing vulnerabilities in… https://t.co/6F7XONJXBE https://t.co/L2yu6dda8r https://t.co/bQ7KBQUMLq		-1	
tweet_3205	iPhone 12 mini is the world’s smallest , thinnest, and lightest 5G phone . Complete with A14 Bionic, the fastest chip in a smartphone. A new dual-camera system . And a beautiful Super Retina XDR display. https://t.co/GUGv9Lb0Fu	iphone (Apple)	1	
tweet_3206	@cuppymusic @isrealdmw #gelato Tecno F1-5″ Screen -8gb Rom + 1gb Ram – 5mp + 2mp Camera – Android 8.1 Oreo – 2000mah ✅ When it comes to low budget smartphones the Tecno F1 is a nice design and  good looking device with 18:9 aspect ratio. ✅ Now for Only: #25,000 🛒 https://t.co/dL9pFOjrWu https://t.co/X5ARotiLuU	Tecno	1	
tweet_3207	RT @RajnikantGParm2: @MadhavSheth1 You are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture #realme @MadhavSheth1 Tag- @manikumar4144 @SatishSathwara7 @godsowntalk @the_pride_grv @Kpparmar98 @mysterioussu	Realme	1	
tweet_3208	RT @MadhavSheth1: We are the pioneers of ____ Smartphone Camera technology in India. Part 2/3 of giveaway, RT & reply using #realmeX7Pro. Answer all correctly to win one. #XperienceTheFuture https://t.co/DVE2Hg47Qv	Realme	1	
tweet_3209	@MadhavSheth1 You are the pioneers of 64 MP Smartphone Camera technology in India. #realmeX7Pro #XperienceTheFuture #realme @MadhavSheth1 Tag- @manikumar4144 @SatishSathwara7 @godsowntalk @the_pride_grv @Kpparmar98 @mysterioussu	Realme	1	
